sample;num_crispr_arrays;average_crispr_length;average_AT;percent_plus_orientation;percent_minus_orientation
GCA_014646755.1_ASM1464675v1_genomic.fasta;1;73;46.41;0.0;100.0
GCA_017876775.1_ASM1787677v1_genomic.fasta;8;302.12;34.02;60.0;40.0
GCF_024347495.1_ASM2434749v1_genomic.fasta;1;86;58.59;100.0;0.0
GCF_002924365.1_ASM292436v1_genomic.fasta;3;810;36.63;66.67;33.33
GCA_021403115.1_ASM2140311v1_genomic.fasta;1;93;35.1;0.0;100.0
GCF_001468035.1_ASM146803v1_genomic.fasta;0;0.0;62.59;0.0;0.0
GCF_007829835.1_ASM782983v1_genomic.fasta;8;102.5;39.75;66.67;33.33
GCA_014202475.1_ASM1420247v1_genomic.fasta;17;370.53;28.62;60.0;40.0
GCF_009711055.1_ASM971105v1_genomic.fasta;7;677.86;65.59;40.0;60.0
GCF_009707515.1_ASM970751v1_genomic.fasta;0;0.0;41.12;0.0;0.0
GCF_037889935.1_ASM3788993v1_genomic.fasta;3;110;33.78;0.0;100.0
GCA_020564935.1_ASM2056493v1_genomic.fasta;15;301.8;28.51;27.27;72.73
GCA_031454935.1_ASM3145493v1_genomic.fasta;8;97.38;34.24;33.33;66.67
GCA_016908875.1_ASM1690887v1_genomic.fasta;2;1692.5;58.84;0.0;100.0
GCA_022385335.1_ASM2238533v1_genomic.fasta;9;645.67;28.87;33.33;66.67
GCF_001189235.2_ASM118923v2_genomic.fasta;0;0.0;36.02;0.0;0.0
GCF_001274945.1_ASM127494v1_genomic.fasta;3;103;63.84;100.0;0.0
GCF_038095785.1_ASM3809578v1_genomic.fasta;6;823.17;71.07;50.0;50.0
GCF_001602215.1_ASM160221v1_genomic.fasta;0;0.0;71.0;0.0;0.0
GCA_010977555.1_ASM1097755v1_genomic.fasta;1;117;31.39;0.0;100.0
GCA_016698705.1_ASM1669870v1_genomic.fasta;4;699.25;31.77;0.0;100.0
GCF_001050305.1_ASM105030v1_genomic.fasta;2;230;56.38;100.0;0.0
GCF_001664265.1_ASM166426v1_genomic.fasta;0;0.0;38.88;0.0;0.0
GCF_001522635.2_ASM152263v2_genomic.fasta;1;112;33.53;100.0;0.0
GCF_004150405.1_ASM415040v1_genomic.fasta;8;289.25;47.9;100.0;0.0
GCA_015671425.1_ASM1567142v1_genomic.fasta;7;104.43;72.05;66.67;33.33
GCA_900187205.1_52191_D01_genomic.fasta;2;121;37.22;100.0;0.0
GCF_001854605.1_ASM185460v1_genomic.fasta;8;390.12;56.65;100.0;0.0
GCF_003626915.1_ASM362691v1_genomic.fasta;0;0.0;32.99;0.0;0.0
GCF_009176665.1_ASM917666v1_genomic.fasta;0;0.0;36.19;0.0;0.0
GCF_002081795.1_ASM208179v1_genomic.fasta;7;158.29;33.41;50.0;50.0
GCA_016756695.1_ASM1675669v1_genomic.fasta;6;301.5;63.66;40.0;60.0
GCF_001995825.2_ASM199582v2_genomic.fasta;2;133.5;56.06;0.0;100.0
GCF_001839645.2_ASM183964v2_genomic.fasta;1;223;38.53;100.0;0.0
GCA_010730745.1_ASM1073074v1_genomic.fasta;13;117.31;32.06;66.67;33.33
GCA_000722875.1_Schl_MUMv1_genomic.fasta;0;0.0;35.71;0.0;0.0
GCF_009883735.1_ASM988373v1_genomic.fasta;14;883.07;34.68;75.0;25.0
GCA_013267375.1_ASM1326737v1_genomic.fasta;5;124.4;32.43;66.67;33.33
GCF_007681555.1_ASM768155v1_genomic.fasta;0;0.0;30.23;0.0;0.0
GCF_007992555.1_ASM799255v1_genomic.fasta;13;310.62;57.05;80.0;20.0
GCF_002849855.1_ASM284985v1_genomic.fasta;6;279.33;57.72;33.33;66.67
GCA_016812185.1_ASM1681218v1_genomic.fasta;1;148;42.67;100.0;0.0
GCA_013372225.1_ASM1337222v1_genomic.fasta;3;260.67;71.01;66.67;33.33
GCA_016862895.1_ASM1686289v1_genomic.fasta;27;141.74;30.26;43.75;56.25
GCF_002797715.1_ASM279771v1_genomic.fasta;5;140.6;29.32;33.33;66.67
GCF_030585125.1_ASM3058512v1_genomic.fasta;5;121.8;36.51;0.0;100.0
GCA_020423085.1_ASM2042308v1_genomic.fasta;5;1433.8;48.03;80.0;20.0
GCF_001641695.1_ASM164169v1_genomic.fasta;1;151;36.39;100.0;0.0
GCF_003403295.1_ASM340329v1_genomic.fasta;0;0.0;37.27;0.0;0.0
GCA_000820185.2_PRJEB7042_genomic.fasta;11;141.64;39.83;16.67;83.33
GCF_037482325.1_ASM3748232v1_genomic.fasta;3;80.67;42.98;50.0;50.0
GCA_018336855.1_ASM1833685v1_genomic.fasta;2;154.5;61.4;50.0;50.0
GCF_003204135.1_ASM320413v1_genomic.fasta;3;191.67;59.32;50.0;50.0
GCA_010731615.1_ASM1073161v1_genomic.fasta;16;99.31;31.18;40.0;60.0
GCF_029635795.1_ASM2963579v1_genomic.fasta;5;1173.8;46.89;20.0;80.0
GCF_001660045.1_ASM166004v1_genomic.fasta;11;166.55;27.27;60.0;40.0
GCA_017573545.1_ASM1757354v1_genomic.fasta;20;139.15;26.91;36.36;63.64
GCA_900113805.1_IMG-taxon_2684622856_annotated_assembly_genomic.fasta;3;91;66.68;0.0;100.0
GCA_012933655.1_ASM1293365v1_genomic.fasta;35;127.71;29.54;46.15;53.85
GCF_029714365.1_ASM2971436v1_genomic.fasta;3;89.33;38.56;0.0;100.0
GCA_000788395.1_ASM78839v1_genomic.fasta;2;155;60.04;100.0;0.0
GCF_027664025.1_ASM2766402v1_genomic.fasta;7;233.43;58.84;66.67;33.33
GCF_036670025.1_ASM3667002v1_genomic.fasta;2;148.5;61.7;0.0;0.0
GCF_002591975.1_ASM259197v1_genomic.fasta;3;92;34.67;50.0;50.0
GCF_027678825.1_ASM2767882v1_genomic.fasta;9;99.67;30.64;83.33;16.67
GCA_020342415.1_ASM2034241v1_genomic.fasta;3;764.67;63.75;33.33;66.67
GCF_008369935.1_ASM836993v1_genomic.fasta;5;94.2;37.8;100.0;0.0
GCF_001951095.1_ASM195109v1_genomic.fasta;1;107;54.74;0.0;0.0
GCF_009193325.2_ASM919332v2_genomic.fasta;1;91;57.28;100.0;0.0
GCF_004363665.1_ASM436366v1_genomic.fasta;3;1030.67;52.39;50.0;50.0
GCA_900478115.1_50618_D02_genomic.fasta;0;0.0;33.17;0.0;0.0
GCF_001550155.1_ASM155015v1_genomic.fasta;9;159.22;59.04;60.0;40.0
GCF_003062295.1_ASM306229v1_genomic.fasta;2;122.5;37.82;0.0;0.0
GCF_025821955.1_ASM2582195v1_genomic.fasta;29;183.97;34.23;56.25;43.75
GCF_001442475.1_ASM144247v1_genomic.fasta;0;0.0;67.73;0.0;0.0
GCF_024760485.1_ASM2476048v1_genomic.fasta;21;366;27.75;57.14;42.86
GCF_002009295.1_ASM200929v1_genomic.fasta;1;118;38.51;0.0;0.0
GCA_014650255.1_ASM1465025v1_genomic.fasta;15;164.53;29.12;66.67;33.33
GCA_014649575.1_ASM1464957v1_genomic.fasta;20;134.4;27.88;50.0;50.0
GCA_021129195.1_ASM2112919v1_genomic.fasta;5;1263.8;36.53;40.0;60.0
GCF_001152565.1_4821_6_12_genomic.fasta;8;455;52.63;0.0;100.0
GCF_007341395.1_ASM734139v1_genomic.fasta;1;82;57.95;100.0;0.0
GCA_905220975.1_LMG_31837_genomic.fasta;3;176.33;38.29;0.0;100.0
GCF_024381035.1_ASM2438103v1_genomic.fasta;0;0.0;33.19;0.0;0.0
GCA_900566055.1_LAUMK13_genomic.fasta;22;407.41;33.9;75.0;25.0
GCA_900113955.1_IMG-taxon_2617270870_annotated_assembly_genomic.fasta;2;169;38.25;50.0;50.0
GCF_024296885.1_ASM2429688v1_genomic.fasta;6;220.83;64.56;0.0;100.0
GCF_003966125.1_ASM396612v1_genomic.fasta;9;392.78;33.4;20.0;80.0
GCF_037023865.1_ASM3702386v1_genomic.fasta;4;120.25;37.87;0.0;0.0
GCA_014656275.1_ASM1465627v1_genomic.fasta;30;135.67;29.63;44.0;56.0
GCA_031629165.1_ASM3162916v1_genomic.fasta;12;125.08;32.58;42.86;57.14
GCF_002871575.2_ASM287157v2_genomic.fasta;10;127.4;28.68;80.0;20.0
GCF_024347595.1_ASM2434759v1_genomic.fasta;1;147;55.42;0.0;100.0
GCA_900185625.1_P.andalusiensis_CECT9192T_SPAdes_Prokka_EMBL_genomic.fasta;5;1303.6;60.56;50.0;50.0
GCF_036153515.1_ASM3615351v1_genomic.fasta;3;124;31.04;66.67;33.33
GCF_039905905.1_ASM3990590v1_genomic.fasta;2;737.5;48.71;50.0;50.0
GCF_003611695.1_ASM361169v1_genomic.fasta;31;179.42;30.07;58.33;41.67
GCF_002285515.1_ASM228551v1_genomic.fasta;6;112.33;36.38;50.0;50.0
GCA_014217215.1_ASM1421721v1_genomic.fasta;5;1172.2;40.76;0.0;100.0
GCF_008632335.1_ASM863233v1_genomic.fasta;6;1741.17;34.06;40.0;60.0
GCF_003955715.1_ASM395571v1_genomic.fasta;8;145.62;29.15;33.33;66.67
GCF_009831665.3_ASM983166v3_genomic.fasta;4;1270.5;48.5;33.33;66.67
GCF_008704395.1_ASM870439v1_genomic.fasta;11;199;28.84;40.0;60.0
GCF_036237135.1_ASM3623713v1_genomic.fasta;9;151.11;29.81;100.0;0.0
GCF_029030725.1_ASM2903072v1_genomic.fasta;1;126;37.55;100.0;0.0
GCA_017068375.1_ASM1706837v1_genomic.fasta;3;113.67;32.82;100.0;0.0
GCA_017603605.1_ASM1760360v1_genomic.fasta;11;285;38.59;55.56;44.44
GCA_022568795.1_ASM2256879v1_genomic.fasta;8;562.25;27.4;25.0;75.0
GCA_016028835.1_ASM1602883v1_genomic.fasta;2;94.5;64.61;100.0;0.0
GCA_022879815.1_ASM2287981v1_genomic.fasta;4;341.5;37.0;50.0;50.0
GCF_004363295.1_ASM436329v1_genomic.fasta;2;857.5;53.4;0.0;100.0
GCA_022371215.1_ASM2237121v1_genomic.fasta;0;0.0;55.72;0.0;0.0
GCA_932750685.1_Limosilactobacillus_urinaemulieris_DSM106190_genomic.fasta;3;237.67;59.93;50.0;50.0
GCA_023509275.1_ASM2350927v1_genomic.fasta;4;1869.25;44.73;66.67;33.33
GCA_963394915.1_CCUG_26878_T_genomic.fasta;2;529.5;47.23;0.0;100.0
GCF_008693705.1_ASM869370v1_genomic.fasta;3;119.33;41.14;50.0;50.0
GCA_014705945.2_ASM1470594v2_genomic.fasta;1;90;47.73;0.0;0.0
GCF_003130585.1_ASM313058v1_genomic.fasta;3;113.67;28.97;100.0;0.0
GCA_900475975.1_46931_F01_genomic.fasta;0;0.0;62.29;0.0;0.0
GCA_900156395.1_IMG-taxon_2681812897_annotated_assembly_genomic.fasta;2;151.5;61.91;0.0;100.0
GCA_013087605.1_ASM1308760v1_genomic.fasta;2;88;39.32;50.0;50.0
GCF_001183605.1_ASM118360v1_genomic.fasta;17;109.47;63.22;66.67;33.33
GCA_900183385.1_CLIP_2016_00682_genomic.fasta;10;257.4;56.34;40.0;60.0
GCA_014635325.1_ASM1463532v1_genomic.fasta;11;132.45;33.37;71.43;28.57
GCF_003311635.1_ASM331163v1_genomic.fasta;1;101;37.69;0.0;0.0
GCA_000219105.1_ASM21910v1_genomic.fasta;21;567.86;29.37;62.5;37.5
GCF_001702215.1_ASM170221v1_genomic.fasta;2;154.5;62.93;0.0;100.0
GCF_003718735.1_ASM371873v1_genomic.fasta;5;202.8;63.41;25.0;75.0
GCF_002762215.1_ASM276221v1_genomic.fasta;0;0.0;30.28;0.0;0.0
GCA_016907555.1_ASM1690755v1_genomic.fasta;1;94;30.65;0.0;0.0
GCA_900205755.1_IMG-taxon_2710724120_annotated_assembly_genomic.fasta;0;0.0;53.44;0.0;0.0
GCA_900109165.1_IMG-taxon_2617270926_annotated_assembly_genomic.fasta;0;0.0;46.22;0.0;0.0
GCF_003671915.1_ASM367191v1_genomic.fasta;5;933.8;43.67;40.0;60.0
GCF_001676745.1_ASM167674v1_genomic.fasta;2;98.5;32.73;100.0;0.0
GCF_024171785.1_ASM2417178v1_genomic.fasta;34;326.03;27.6;48.15;51.85
GCA_014174395.1_ASM1417439v1_genomic.fasta;4;1074;34.79;0.0;100.0
GCA_014202615.1_ASM1420261v1_genomic.fasta;1;97;52.42;0.0;0.0
GCF_024526015.1_FMAS_PN5_genomic.fasta;27;387.52;63.69;52.38;47.62
GCF_001558935.2_ASM155893v2_genomic.fasta;0;0.0;46.88;0.0;0.0
GCF_004135345.1_ASM413534v1_genomic.fasta;9;719.67;27.37;71.43;28.57
GCF_009604425.1_ASM960442v1_genomic.fasta;15;252.53;30.6;71.43;28.57
GCA_014207935.1_ASM1420793v1_genomic.fasta;4;267;37.16;0.0;100.0
GCF_009914515.1_ASM991451v1_genomic.fasta;14;236.57;32.57;25.0;75.0
GCF_002976475.1_ASM297647v1_genomic.fasta;10;113.7;44.83;60.0;40.0
GCA_021183645.1_ASM2118364v1_genomic.fasta;12;114.42;31.56;66.67;33.33
GCA_900637955.1_54424_G02_genomic.fasta;5;511;40.38;100.0;0.0
GCA_019844095.1_ASM1984409v1_genomic.fasta;1;147;44.47;0.0;100.0
GCA_017876515.1_ASM1787651v1_genomic.fasta;10;109.1;29.48;80.0;20.0
GCF_025370265.1_ASM2537026v1_genomic.fasta;4;112;54.02;0.0;100.0
GCA_000786195.1_ASM78619v1_genomic.fasta;3;123.67;27.16;100.0;0.0
GCF_001975955.2_ASM197595v2_genomic.fasta;4;123.5;31.04;66.67;33.33
GCA_016804005.1_ASM1680400v1_genomic.fasta;22;122;29.47;71.43;28.57
GCA_016027415.1_ASM1602741v1_genomic.fasta;3;91;32.05;0.0;100.0
GCF_004349315.1_ASM434931v1_genomic.fasta;3;99.67;65.73;100.0;0.0
GCF_030060435.1_ASM3006043v1_genomic.fasta;1;92;55.02;0.0;0.0
GCA_900459405.1_41965_B01_genomic.fasta;10;719.8;57.87;37.5;62.5
GCA_014268815.2_ASM1426881v2_genomic.fasta;4;113.25;38.19;66.67;33.33
GCA_019048385.1_ASM1904838v1_genomic.fasta;3;110.67;44.89;50.0;50.0
GCF_004117055.1_ASM411705v1_genomic.fasta;9;1514.33;46.4;40.0;60.0
GCF_002746455.1_ASM274645v1_genomic.fasta;8;187.12;65.01;66.67;33.33
GCA_010894475.1_ASM1089447v1_genomic.fasta;18;1179.39;30.08;63.64;36.36
GCA_017821535.1_ASM1782153v1_genomic.fasta;1;150;60.75;0.0;0.0
GCA_010730575.1_ASM1073057v1_genomic.fasta;10;137.7;31.61;75.0;25.0
GCF_001981525.1_ASM198152v1_genomic.fasta;3;100.33;34.16;66.67;33.33
GCF_003999335.1_ASM399933v1_genomic.fasta;3;104;35.22;100.0;0.0
GCA_022647325.1_ASM2264732v1_genomic.fasta;3;110.33;42.27;50.0;50.0
GCA_011800755.1_ASM1180075v1_genomic.fasta;6;176.83;59.93;40.0;60.0
GCF_030863865.1_ASM3086386v1_genomic.fasta;13;586.23;27.48;55.56;44.44
GCA_017167965.1_ASM1716796v1_genomic.fasta;4;113.25;39.85;50.0;50.0
GCA_000759995.1_ASM75999v1_genomic.fasta;4;3804.75;61.48;50.0;50.0
GCF_002885955.2_ASM288595v2_genomic.fasta;9;91.78;32.66;0.0;100.0
GCA_900115195.1_IMG-taxon_2684622846_annotated_assembly_genomic.fasta;3;627;57.29;50.0;50.0
GCF_006402015.1_ASM640201v1_genomic.fasta;22;573.82;31.08;22.22;77.78
GCA_023923245.1_ASM2392324v1_genomic.fasta;42;134.19;28.48;63.16;36.84
GCF_002157585.1_ASM215758v1_genomic.fasta;7;435.29;56.25;42.86;57.14
GCA_023158935.1_ASM2315893v1_genomic.fasta;0;0.0;63.03;0.0;0.0
GCF_002993325.1_ASM299332v1_genomic.fasta;1;556;55.69;0.0;100.0
GCA_000498975.2_ASM49897v2_genomic.fasta;1;216;36.61;0.0;100.0
GCA_023337295.2_ASM2333729v2_genomic.fasta;6;855.5;35.57;0.0;100.0
GCA_021412605.1_ASM2141260v1_genomic.fasta;3;100.67;72.22;0.0;0.0
GCA_016890025.1_ASM1689002v1_genomic.fasta;1;118;65.48;0.0;0.0
GCF_024347015.1_ASM2434701v1_genomic.fasta;3;312.67;58.7;50.0;50.0
GCA_010882125.1_ASM1088212v1_genomic.fasta;3;83.33;62.59;0.0;100.0
GCA_016584085.1_ASM1658408v1_genomic.fasta;15;629.33;35.36;57.14;42.86
GCA_014126615.1_ASM1412661v1_genomic.fasta;2;124.5;37.2;100.0;0.0
GCF_025398775.1_ASM2539877v1_genomic.fasta;4;102;26.78;100.0;0.0
GCA_013368965.1_ASM1336896v1_genomic.fasta;5;132.2;27.83;100.0;0.0
GCF_008180695.1_ASM818069v1_genomic.fasta;5;127.8;54.53;80.0;20.0
GCF_008923245.1_ASM892324v1_genomic.fasta;5;131.4;61.81;80.0;20.0
GCA_021441905.1_ASM2144190v1_genomic.fasta;2;153;61.87;50.0;50.0
GCA_014237865.1_ASM1423786v1_genomic.fasta;2;78.5;42.64;0.0;100.0
GCF_003112715.1_ASM311271v1_genomic.fasta;2;99.5;57.23;0.0;0.0
GCF_001687475.2_ASM168747v2_genomic.fasta;3;94;71.97;50.0;50.0
GCA_014145425.1_ASM1414542v1_genomic.fasta;5;117.4;60.89;0.0;100.0
GCA_019930725.1_ASM1993072v1_genomic.fasta;20;145.55;60.41;62.5;37.5
GCA_900637975.1_53550_F01_genomic.fasta;19;477.42;31.09;69.23;30.77
GCF_004353325.1_ASM435332v1_genomic.fasta;9;425.56;58.8;25.0;75.0
GCF_004116975.1_ASM411697v1_genomic.fasta;2;1189;62.5;0.0;100.0
GCF_001467545.1_ASM146754v1_genomic.fasta;4;117;63.2;0.0;0.0
GCA_014195585.1_ASM1419558v1_genomic.fasta;6;269.33;54.68;25.0;75.0
GCF_025653605.1_ASM2565360v1_genomic.fasta;2;152.5;55.87;100.0;0.0
GCF_030676815.1_ASM3067681v1_genomic.fasta;9;507.33;54.58;33.33;66.67
GCF_025822805.1_ASM2582280v1_genomic.fasta;7;199;33.42;66.67;33.33
GCA_900187105.1_50618_F01_genomic.fasta;1;70;44.35;0.0;100.0
GCF_002078315.1_ASM207831v1_genomic.fasta;2;174;68.31;0.0;100.0
GCA_022557135.1_ASM2255713v1_genomic.fasta;1;631;64.18;0.0;100.0
GCF_003096595.1_ASM309659v1_genomic.fasta;1;120;37.42;0.0;100.0
GCA_014042365.1_ASM1404236v1_genomic.fasta;5;92.8;34.76;50.0;50.0
GCF_002224365.1_ASM222436v1_genomic.fasta;4;131.5;62.73;50.0;50.0
GCF_001420715.1_ASM142071v1_genomic.fasta;4;97.25;62.89;50.0;50.0
GCA_900111075.1_IMG-taxon_2693429909_annotated_assembly_genomic.fasta;3;957;65.79;50.0;50.0
GCA_000012945.1_ASM1294v1_genomic.fasta;2;195.5;33.73;100.0;0.0
GCA_017086525.1_ASM1708652v1_genomic.fasta;11;96.18;62.17;25.0;75.0
GCF_001553225.1_ASM155322v1_genomic.fasta;4;180.25;63.37;100.0;0.0
GCF_005157565.1_ASM515756v1_genomic.fasta;3;86.67;36.13;66.67;33.33
GCA_900199725.1_PRJEB21891_genomic.fasta;3;121.33;60.84;0.0;100.0
GCF_030179475.1_ASM3017947v1_genomic.fasta;1;1109;41.35;0.0;100.0
GCF_003148905.1_ASM314890v1_genomic.fasta;5;654.6;28.3;75.0;25.0
GCF_002285495.1_ASM228549v1_genomic.fasta;6;416.67;71.09;0.0;100.0
GCA_000696345.2_ASM69634v2_genomic.fasta;1;94;37.64;0.0;0.0
GCA_900089585.1_IMG-taxon_2622736535_annotated_assembly_genomic.fasta;21;157.05;26.41;75.0;25.0
GCF_001545035.1_ASM154503v2_genomic.fasta;6;718.5;37.32;50.0;50.0
GCF_002310335.1_ASM231033v1_genomic.fasta;2;124.5;55.5;100.0;0.0
GCF_009372255.1_ASM937225v1_genomic.fasta;8;191.88;60.8;50.0;50.0
GCF_002149015.1_ASM214901v1_genomic.fasta;11;99;31.92;50.0;50.0
GCA_900606115.1_CIP111626_genomic.fasta;12;264.33;33.13;50.0;50.0
GCA_019711415.1_ASM1971141v1_genomic.fasta;0;0.0;37.55;0.0;0.0
GCA_900475025.1_41906_G01_genomic.fasta;3;192;57.16;0.0;100.0
GCA_018606945.1_ASM1860694v1_genomic.fasta;0;0.0;38.2;0.0;0.0
GCF_001584145.1_ASM158414v1_genomic.fasta;3;159.33;41.01;50.0;50.0
GCA_901553735.1_41965_D01_genomic.fasta;0;0.0;63.36;0.0;0.0
GCF_009749395.1_ASM974939v1_genomic.fasta;5;114.2;29.07;100.0;0.0
GCF_003047065.1_ASM304706v1_genomic.fasta;1;1919;65.28;0.0;100.0
GCF_003855095.1_ASM385509v1_genomic.fasta;5;95.2;32.64;0.0;100.0
GCF_007923045.3_ASM792304v4_genomic.fasta;8;1468.25;52.91;50.0;50.0
GCA_032113675.1_ASM3211367v1_genomic.fasta;12;124.92;28.02;50.0;50.0
GCA_010500915.1_ASM1050091v1_genomic.fasta;0;0.0;56.24;0.0;0.0
GCA_013364315.1_ASM1336431v1_genomic.fasta;20;270.2;28.71;50.0;50.0
GCA_014269225.2_ASM1426922v2_genomic.fasta;3;127.33;36.57;100.0;0.0
GCA_016599835.1_ASM1659983v1_genomic.fasta;1;115;64.09;0.0;0.0
GCA_016405145.1_ASM1640514v1_genomic.fasta;33;324.85;38.43;37.5;62.5
GCF_004153445.1_ASM415344v1_genomic.fasta;0;0.0;40.16;0.0;0.0
GCA_014207985.1_ASM1420798v1_genomic.fasta;17;166;28.55;28.57;71.43
GCF_002086635.1_ASM208663v1_genomic.fasta;13;202.23;30.7;42.86;57.14
GCA_018604145.1_ASM1860414v1_genomic.fasta;12;142.17;48.49;80.0;20.0
GCA_000817045.1_ASM81704v1_genomic.fasta;6;380.83;39.51;75.0;25.0
GCA_018394055.1_ASM1839405v1_genomic.fasta;2;141.5;59.31;0.0;100.0
GCF_027947595.1_ASM2794759v1_genomic.fasta;12;151.08;27.74;66.67;33.33
GCA_021560075.1_ASM2156007v1_genomic.fasta;1;116;37.59;100.0;0.0
GCF_024294965.1_ASM2429496v1_genomic.fasta;4;112;34.93;66.67;33.33
GCF_006542355.1_ASM654235v1_genomic.fasta;0;0.0;54.93;0.0;0.0
GCF_002943495.1_ASM294349v1_genomic.fasta;0;0.0;43.79;0.0;0.0
GCF_004126515.1_ASM412651v1_genomic.fasta;2;108.5;33.56;50.0;50.0
GCF_001373515.1_PRJEB8464_assembly_1_genomic.fasta;6;105.17;31.82;33.33;66.67
GCA_032101185.1_ASM3210118v1_genomic.fasta;5;97.8;29.85;100.0;0.0
GCF_001558775.1_ASM155877v1_genomic.fasta;5;108.2;66.2;100.0;0.0
GCF_002101585.1_ASM210158v1_genomic.fasta;9;115.22;31.45;60.0;40.0
GCA_017837635.1_ASM1783763v1_genomic.fasta;8;115.75;31.96;40.0;60.0
GCF_009873615.1_ASM987361v1_genomic.fasta;1;112;58.64;100.0;0.0
GCA_900519125.1_PBLR_assembly_genomic.fasta;2;97.5;53.24;0.0;100.0
GCF_003350585.1_ASM335058v1_genomic.fasta;13;122.54;32.65;50.0;50.0
GCA_900187005.1_50569_B01_genomic.fasta;2;298.5;62.61;50.0;50.0
GCF_028401405.1_ASM2840140v1_genomic.fasta;22;265.95;27.85;50.0;50.0
GCA_015689175.1_ASM1568917v1_genomic.fasta;10;160.6;33.99;20.0;80.0
GCF_002835605.1_ASM283560v1_genomic.fasta;3;123.33;37.37;100.0;0.0
GCA_019656075.1_ASM1965607v1_genomic.fasta;0;0.0;64.59;0.0;0.0
GCF_005862185.2_ASM586218v2_genomic.fasta;2;123;38.9;100.0;0.0
GCA_000815105.2_ASM81510v2_genomic.fasta;3;204;35.7;33.33;66.67
GCA_015667975.1_ASM1566797v1_genomic.fasta;26;305.92;72.69;40.91;59.09
GCA_000725785.1_Doro.v1.0_genomic.fasta;8;177.38;28.76;75.0;25.0
GCF_001418475.1_ASM141847v1_genomic.fasta;15;373.73;28.81;60.0;40.0
GCF_004336905.1_ASM433690v1_genomic.fasta;11;133.45;34.98;60.0;40.0
GCF_030505355.1_ASM3050535v1_genomic.fasta;8;588.88;66.42;40.0;60.0
GCF_030438475.1_ASM3043847v1_genomic.fasta;0;0.0;71.77;0.0;0.0
GCA_012225885.1_ASM1222588v1_genomic.fasta;3;141.33;56.26;50.0;50.0
GCA_021497965.1_ASM2149796v1_genomic.fasta;0;0.0;60.46;0.0;0.0
GCA_013410755.1_ASM1341075v1_genomic.fasta;27;160.56;27.93;54.55;45.45
GCA_018069875.1_ASM1806987v1_genomic.fasta;3;106.67;29.87;100.0;0.0
GCA_014649115.1_ASM1464911v1_genomic.fasta;21;379.48;27.48;45.45;54.55
GCF_003628145.1_ASM362814v1_genomic.fasta;2;83.5;36.52;0.0;100.0
GCF_001519075.1_ASM151907v1_genomic.fasta;2;105.5;34.61;100.0;0.0
GCF_009936175.1_ASM993617v1_genomic.fasta;0;0.0;61.24;0.0;0.0
GCA_900683755.1_ASM90068375v1_genomic.fasta;5;223.6;43.45;25.0;75.0
GCF_001645135.1_ASM164513v1_genomic.fasta;7;102;37.64;66.67;33.33
GCA_020097315.1_ASM2009731v1_genomic.fasta;1;337;40.36;0.0;100.0
GCF_007827835.1_ASM782783v1_genomic.fasta;3;374;35.53;100.0;0.0
GCF_029639405.1_ASM2963940v1_genomic.fasta;5;88.8;29.69;66.67;33.33
GCF_037059845.1_ASM3705984v1_genomic.fasta;2;96.5;52.94;0.0;100.0
GCF_024749125.1_ASM2474912v1_genomic.fasta;1;93;39.83;0.0;0.0
GCF_002285715.1_ASM228571v1_genomic.fasta;6;105.5;32.16;25.0;75.0
GCF_029229465.1_ASM2922946v1_genomic.fasta;1;316;38.65;100.0;0.0
GCF_003219795.1_ASM321979v1_genomic.fasta;2;104;39.34;0.0;100.0
GCA_011100465.1_ASM1110046v1_genomic.fasta;4;93.75;61.79;50.0;50.0
GCF_002441695.1_ASM244169v1_genomic.fasta;2;7469.5;61.44;50.0;50.0
GCF_024704545.1_ASM2470454v1_genomic.fasta;9;106.67;59.77;55.56;44.44
GCF_001729765.1_ASM172976v1_genomic.fasta;3;454.33;45.09;50.0;50.0
GCF_005117025.1_ASM511702v1_genomic.fasta;1;95;55.93;100.0;0.0
GCF_001857925.1_ASM185792v1_genomic.fasta;5;347.2;58.47;0.0;100.0
GCF_001008345.1_ASM100834v1_genomic.fasta;14;147.21;26.97;50.0;50.0
GCA_021654455.1_ASM2165445v1_genomic.fasta;2;749;60.02;50.0;50.0
GCF_001514035.1_ASM151403v1_genomic.fasta;11;525.64;28.6;42.86;57.14
GCA_014191725.1_ASM1419172v1_genomic.fasta;8;286.12;40.22;50.0;50.0
GCF_003641245.1_ASM364124v1_genomic.fasta;8;88.5;30.71;57.14;42.86
GCF_004328865.1_ASM432886v1_genomic.fasta;3;111.67;60.57;100.0;0.0
GCF_001700985.1_ASM170098v1_genomic.fasta;13;807.85;56.17;75.0;25.0
GCF_001465835.2_ASM146583v2_genomic.fasta;1;114;59.09;0.0;0.0
GCF_008330805.1_ASM833080v1_genomic.fasta;20;169.15;48.23;65.0;35.0
GCF_001051325.1_Rickettsia_aeschlimannii_genomic.fasta;0;0.0;67.8;0.0;0.0
GCF_034509165.1_ASM3450916v1_genomic.fasta;2;103;64.34;0.0;0.0
GCA_000833025.1_ASM83302v1_genomic.fasta;10;135.6;66.15;22.22;77.78
GCF_037081825.1_UAM_Nvul_1_genomic.fasta;14;283.57;31.9;16.67;83.33
GCF_009184865.1_ASM918486v1_genomic.fasta;7;131.29;29.14;75.0;25.0
GCA_014287825.1_ASM1428782v1_genomic.fasta;3;104;70.89;0.0;100.0
